RespId,weight,ppage,educ,race,gender,income_cat,voter_category
475949,0.8489,28,College,White,Male,$75-125k,rarely/never
475950,1.0754,34,High school or less,Black,Male,$40-75k,sporadic
475951,1.0143,58,High school or less,White,Male,$40-75k,rarely/never
475952,0.9002,25,Some college,White,Male,$75-125k,always
475953,0.8152,70,High school or less,Black,Female,Less than $40k,always
475954,1.1699,58,Some college,White,Female,$40-75k,sporadic
475955,0.5101,58,Some college,Black,Male,Less than $40k,sporadic
475956,0.9568,25,Some college,White,Male,$40-75k,always
475958,1.2407,64,High school or less,Other/Mixed,Male,Less than $40k,rarely/never
475959,1.0308,56,College,White,Male,$125k or more,sporadic
486426,1.6539,56,High school or less,Black,Female,Less than $40k,rarely/never
475962,2.4987,25,High school or less,Black,Female,Less than $40k,always
475963,0.7659,23,College,White,Male,$75-125k,always
475965,0.7648,63,College,White,Female,$40-75k,always
475966,1.2762,34,High school or less,Black,Female,Less than $40k,rarely/never
475967,0.7391,28,Some college,White,Male,$40-75k,always
475968,1.1295,27,Some college,White,Female,$75-125k,sporadic
475969,1.0798,61,Some college,Other/Mixed,Female,$40-75k,rarely/never
475970,0.8003,27,Some college,White,Male,Less than $40k,rarely/never
475971,0.8018,58,College,Other/Mixed,Male,$75-125k,sporadic
475973,1.2779,30,College,White,Male,$125k or more,always
475974,1.1045,74,High school or less,Hispanic,Female,$40-75k,sporadic
475975,1.7869,53,High school or less,White,Female,Less than $40k,rarely/never
486441,1.7995,54,High school or less,Black,Female,Less than $40k,sporadic
486444,0.7605,29,College,White,Male,$75-125k,rarely/never
475977,1.07,29,Some college,Hispanic,Female,Less than $40k,sporadic
475978,1.374,30,College,White,Female,$125k or more,rarely/never
475979,1.1247,33,College,White,Female,$40-75k,sporadic
475980,1.7892,59,High school or less,White,Male,$75-125k,rarely/never
475981,0.9995,65,High school or less,White,Female,Less than $40k,sporadic
475984,0.9158,28,Some college,White,Male,$75-125k,rarely/never
475985,0.7036,71,College,White,Female,Less than $40k,sporadic
475986,1.0742,27,Some college,White,Female,Less than $40k,sporadic
475988,1.391,56,High school or less,White,Female,$75-125k,sporadic
475989,2.0244,41,High school or less,White,Male,$40-75k,rarely/never
486458,1.085,71,High school or less,White,Male,$75-125k,rarely/never
486459,0.7946,64,High school or less,Black,Female,$40-75k,rarely/never
475990,1.237,30,Some college,White,Female,Less than $40k,rarely/never
475991,0.951,23,College,White,Female,$75-125k,rarely/never
475993,1.2286,48,High school or less,White,Female,Less than $40k,sporadic
486464,1.6648,22,Some college,Hispanic,Male,$125k or more,always
475994,1.2679,63,Some college,White,Male,$125k or more,always
475996,2.1714,24,High school or less,Hispanic,Male,Less than $40k,rarely/never
475997,1.7686,40,High school or less,White,Male,Less than $40k,rarely/never
475998,0.9445,28,College,White,Female,$40-75k,rarely/never
475999,0.9633,53,High school or less,White,Male,Less than $40k,rarely/never
476003,1.2524,27,Some college,White,Female,$40-75k,rarely/never
476005,0.4513,59,College,Hispanic,Female,$40-75k,sporadic
476006,0.9257,56,High school or less,Hispanic,Female,$40-75k,sporadic
476008,0.7787,28,College,Hispanic,Male,$40-75k,always
476009,0.6876,29,College,Hispanic,Male,$75-125k,rarely/never
476010,0.8628,43,Some college,Hispanic,Female,Less than $40k,sporadic
476012,0.868,29,College,White,Female,Less than $40k,sporadic
476013,0.9628,88,High school or less,Black,Male,Less than $40k,sporadic
486487,0.9941,29,High school or less,White,Male,Less than $40k,sporadic
476015,0.9405,29,Some college,White,Male,$40-75k,sporadic
476016,1.107,66,High school or less,Other/Mixed,Female,Less than $40k,sporadic
476018,1.1172,27,College,Black,Male,Less than $40k,rarely/never
476019,1.0037,28,College,White,Male,$125k or more,sporadic
476021,0.3378,64,College,Black,Male,$75-125k,always
486496,2.0389,39,High school or less,Black,Female,Less than $40k,sporadic
476023,0.992,49,High school or less,Hispanic,Male,Less than $40k,rarely/never
476024,1.0498,73,High school or less,Hispanic,Female,Less than $40k,always
476026,1.4549,38,High school or less,Hispanic,Female,Less than $40k,rarely/never
476027,0.8675,58,High school or less,Black,Male,Less than $40k,rarely/never
476028,1.4532,53,High school or less,White,Female,$40-75k,rarely/never
476029,1.2779,30,College,White,Male,$125k or more,sporadic
476030,1.1371,22,Some college,White,Female,$75-125k,always
476031,0.6817,56,Some college,Black,Female,Less than $40k,sporadic
476034,0.7961,56,College,Other/Mixed,Male,$75-125k,rarely/never
476035,1.073,39,College,White,Male,$75-125k,sporadic
476036,0.9245,55,Some college,White,Male,$75-125k,sporadic
476037,1.2459,41,Some college,White,Female,Less than $40k,sporadic
476038,1.4243,24,High school or less,White,Female,$75-125k,always
476040,1.3135,55,College,White,Female,$125k or more,always
476041,1.054,29,College,White,Female,$75-125k,rarely/never
476042,1.6294,24,High school or less,White,Male,$40-75k,always
476044,0.4975,66,Some college,Hispanic,Male,$40-75k,sporadic
476045,1.1371,29,Some college,White,Female,$75-125k,rarely/never
486522,0.4237,67,College,Black,Female,$40-75k,sporadic
476048,1.4617,42,Some college,White,Female,$125k or more,sporadic
476049,0.7607,26,College,White,Male,$40-75k,always
476050,0.4237,70,College,Black,Female,$40-75k,sporadic
486527,0.2552,82,College,Hispanic,Male,$125k or more,sporadic
476051,0.7458,53,College,Other/Mixed,Female,$75-125k,sporadic
476052,1.0458,27,High school or less,White,Male,$40-75k,always
476053,0.4719,70,Some college,Black,Female,Less than $40k,sporadic
476054,0.885,63,Some college,White,Female,Less than $40k,always
476055,1.2194,61,High school or less,White,Male,$125k or more,sporadic
486534,1.3652,31,High school or less,Other/Mixed,Male,Less than $40k,rarely/never
476059,0.8276,65,Some college,White,Male,$75-125k,always
476061,0.9041,58,College,White,Male,$125k or more,sporadic
476062,0.5034,57,College,Hispanic,Male,$125k or more,always
476063,1.2018,24,Some college,Hispanic,Male,Less than $40k,rarely/never
476064,1.1668,55,High school or less,White,Female,Less than $40k,rarely/never
476065,1.963,28,High school or less,Hispanic,Female,Less than $40k,rarely/never
476066,0.9442,28,College,White,Female,$75-125k,rarely/never
476067,0.9456,29,High school or less,White,Male,$40-75k,sporadic
476068,0.7389,29,College,Hispanic,Female,$75-125k,sporadic
476070,1.1241,54,Some college,White,Female,$40-75k,sporadic
486549,1.2621,42,High school or less,White,Female,Less than $40k,rarely/never
486550,0.594,58,Some college,Black,Male,$40-75k,sporadic
476071,1.3283,50,Some college,White,Female,$125k or more,rarely/never
476072,0.9872,37,College,White,Male,$40-75k,sporadic
486553,0.6433,41,Some college,Black,Male,Less than $40k,rarely/never
476073,1.3426,25,Some college,Other/Mixed,Male,$75-125k,rarely/never
476074,0.8243,29,College,Other/Mixed,Male,$40-75k,always
476075,0.7646,60,College,White,Female,$75-125k,always
476076,0.9105,25,College,White,Male,$40-75k,rarely/never
476077,1.2532,32,Some college,White,Male,$40-75k,sporadic
476078,1.2072,56,High school or less,White,Male,$75-125k,always
486560,0.9637,23,Some college,White,Male,$40-75k,rarely/never
476080,1.0321,64,High school or less,White,Male,$75-125k,sporadic
476082,0.7223,66,College,White,Female,Less than $40k,sporadic
476085,2.6098,29,High school or less,Black,Female,Less than $40k,rarely/never
476087,0.9029,65,High school or less,White,Female,Less than $40k,sporadic
486572,2.0536,44,High school or less,Black,Female,Less than $40k,rarely/never
486573,1.1344,22,High school or less,White,Female,Less than $40k,rarely/never
476090,1.2687,31,College,White,Male,$125k or more,sporadic
486575,0.9161,29,Some college,White,Male,$40-75k,sporadic
476091,0.8238,51,High school or less,Black,Male,Less than $40k,rarely/never
486577,1.0468,28,High school or less,White,Male,Less than $40k,rarely/never
476092,1.2671,34,High school or less,Black,Female,Less than $40k,rarely/never
476093,1.1171,55,High school or less,White,Female,Less than $40k,rarely/never
476094,0.4125,69,Some college,Black,Male,$75-125k,always
476100,0.4651,69,Some college,Black,Male,$125k or more,always
486589,1.107,69,High school or less,Other/Mixed,Female,Less than $40k,rarely/never
476102,0.7607,28,College,White,Male,$40-75k,sporadic
476104,1.0286,32,High school or less,Black,Male,Less than $40k,rarely/never
476105,1.1748,37,Some college,White,Female,Less than $40k,sporadic
486594,0.3738,69,Some college,Black,Male,Less than $40k,sporadic
486596,0.8269,24,College,White,Male,$75-125k,rarely/never
476107,0.7475,26,College,White,Male,$75-125k,sporadic
476108,2.0319,22,High school or less,Hispanic,Female,$125k or more,rarely/never
486599,1.2057,25,College,Black,Male,Less than $40k,rarely/never
476109,0.3741,55,College,Black,Male,Less than $40k,always
476112,1.1491,28,College,Other/Mixed,Female,$125k or more,rarely/never
476113,1.2459,31,Some college,White,Female,Less than $40k,rarely/never
476114,1.2772,39,High school or less,White,Male,$40-75k,sporadic
476117,1.1496,56,Some college,White,Female,$75-125k,always
476118,2.1187,25,High school or less,Hispanic,Female,$40-75k,rarely/never
486611,1.46,36,High school or less,White,Female,$40-75k,rarely/never
476120,0.9676,77,College,White,Male,$125k or more,rarely/never
476121,0.7492,65,High school or less,Black,Female,Less than $40k,sporadic
476122,1.3787,30,High school or less,Black,Female,Less than $40k,always
476123,1.0341,63,College,White,Female,$125k or more,sporadic
476125,0.9281,27,College,White,Female,$75-125k,always
486618,1.4881,29,High school or less,White,Female,$40-75k,rarely/never
476126,0.6457,62,High school or less,Black,Male,Less than $40k,sporadic
476127,0.5935,71,High school or less,Black,Male,Less than $40k,rarely/never
476128,0.7144,49,Some college,Black,Female,$75-125k,always
476130,0.7755,25,College,Black,Female,Less than $40k,rarely/never
476131,1.0742,27,Some college,White,Female,Less than $40k,always
476132,1.3118,62,High school or less,Black,Female,Less than $40k,always
476133,1.0887,28,Some college,White,Female,$75-125k,sporadic
476134,1.0932,30,Some college,Other/Mixed,Male,$75-125k,sporadic
476135,0.5309,34,College,Black,Male,$40-75k,rarely/never
476138,1.5989,30,High school or less,White,Male,$125k or more,sporadic
476139,0.3824,48,College,Hispanic,Male,$40-75k,sporadic
476140,1.3059,59,Some college,White,Male,$125k or more,sporadic
476141,0.7589,54,College,Other/Mixed,Female,$40-75k,rarely/never
476142,0.7945,29,College,White,Male,$40-75k,sporadic
476143,0.5135,73,Some college,Black,Female,Less than $40k,sporadic
476144,0.8268,31,Some college,Hispanic,Male,$40-75k,rarely/never
476145,0.4128,55,College,Black,Male,$75-125k,rarely/never
476146,0.8046,68,College,White,Female,$40-75k,sporadic
476147,0.9029,47,High school or less,Black,Male,$40-75k,rarely/never
476148,0.5046,50,Some college,Hispanic,Male,$125k or more,always
476149,0.4884,38,College,Black,Male,Less than $40k,always
486643,0.3213,68,College,Black,Male,$75-125k,always
486644,0.7918,56,Some college,Black,Female,$125k or more,rarely/never
476151,0.9491,45,Some college,White,Male,$75-125k,sporadic
476152,0.9252,51,College,Other/Mixed,Male,$125k or more,sporadic
476153,1.2159,35,Some college,White,Female,Less than $40k,rarely/never
476154,0.9637,29,Some college,White,Male,$40-75k,rarely/never
476155,0.6165,47,Some college,Hispanic,Female,$75-125k,sporadic
476156,1.0316,64,Some college,Other/Mixed,Female,$75-125k,always
476159,1.1013,60,High school or less,Hispanic,Female,Less than $40k,rarely/never
486656,2.2164,37,High school or less,White,Male,$75-125k,sporadic
476161,1.2914,26,Some college,White,Female,$75-125k,rarely/never
476162,0.3009,70,College,Hispanic,Male,$40-75k,always
476164,0.7138,59,Some college,Hispanic,Female,$125k or more,always
476168,0.8747,42,Some college,Black,Female,$40-75k,sporadic
476169,0.9697,25,College,White,Female,$40-75k,always
476170,0.3009,71,College,Hispanic,Male,$40-75k,sporadic
476173,1.1235,62,High school or less,White,Female,$75-125k,always
476176,0.7361,26,College,White,Male,$40-75k,rarely/never
486675,1.1268,26,High school or less,White,Female,Less than $40k,rarely/never
486678,0.9445,26,College,White,Female,$40-75k,always
476179,1.0285,26,College,White,Male,$125k or more,always
476180,1.0887,24,Some college,White,Female,$75-125k,rarely/never
476182,0.9697,23,College,White,Female,$40-75k,always
476183,1.2679,25,College,White,Female,$125k or more,rarely/never
476185,0.923,25,College,Black,Female,$75-125k,rarely/never
476187,0.862,26,College,Other/Mixed,Female,$75-125k,rarely/never
476189,0.9746,64,College,White,Male,$125k or more,sporadic
476190,0.7605,26,College,White,Male,$75-125k,rarely/never
476191,0.9553,22,College,Other/Mixed,Female,$75-125k,always
476193,0.7945,25,College,White,Male,$40-75k,always
486698,0.9224,24,Some college,White,Male,$75-125k,rarely/never
476195,1.6364,27,Some college,Hispanic,Male,$125k or more,rarely/never
476196,1.0476,22,Some college,White,Male,$75-125k,always
476198,1.1002,25,College,Other/Mixed,Female,$125k or more,rarely/never
476203,0.8942,26,Some college,Hispanic,Female,$75-125k,always
476204,0.951,26,College,White,Female,$75-125k,rarely/never
476205,0.6201,25,College,Hispanic,Female,$40-75k,rarely/never
476207,0.8743,22,Some college,White,Male,Less than $40k,always
476208,1.6434,34,High school or less,Black,Male,Less than $40k,sporadic
476209,1.277,22,College,White,Female,$125k or more,always
476210,0.7836,27,College,Other/Mixed,Male,$40-75k,always
476212,0.892,27,College,White,Female,Less than $40k,sporadic
476217,1.0801,24,College,White,Female,$75-125k,always
486730,0.7309,25,College,White,Male,$40-75k,rarely/never
476219,0.9676,60,College,White,Male,$125k or more,rarely/never
476221,1.0476,22,Some college,White,Male,$75-125k,always
476222,0.914,24,College,White,Female,$40-75k,always
476223,0.7475,28,College,White,Male,$75-125k,sporadic
476224,0.896,27,College,Other/Mixed,Male,$75-125k,rarely/never
486739,1.0445,23,Some college,Hispanic,Female,Less than $40k,always
476226,0.7475,25,College,White,Male,$75-125k,rarely/never
476230,1.1166,30,College,White,Female,$40-75k,sporadic
476231,0.8683,62,College,White,Female,$125k or more,sporadic
476232,0.4096,60,Some college,Black,Male,$75-125k,rarely/never
476233,1.0278,49,High school or less,Black,Female,Less than $40k,sporadic
476236,1.3858,68,High school or less,Hispanic,Female,$125k or more,sporadic
476239,1.0283,83,High school or less,Hispanic,Female,Less than $40k,rarely/never
476241,0.4896,45,College,Black,Female,$75-125k,always
476242,1.1379,39,Some college,White,Male,$75-125k,sporadic
486757,1.0274,37,College,White,Male,$75-125k,always
476243,0.48,44,College,Black,Male,$40-75k,rarely/never
476244,0.5005,64,College,Black,Female,$125k or more,always
476245,1.1621,33,College,White,Female,$125k or more,rarely/never
486761,0.3913,61,Some college,Hispanic,Male,Less than $40k,rarely/never
476247,0.8678,63,Some college,White,Male,$75-125k,always
476248,0.3746,68,Some college,Hispanic,Male,Less than $40k,sporadic
476250,1.4312,75,High school or less,White,Female,Less than $40k,sporadic
476252,1.7825,60,High school or less,White,Female,$40-75k,sporadic
476253,2.0573,43,High school or less,Hispanic,Female,$125k or more,rarely/never
476254,1.3469,38,High school or less,White,Female,$75-125k,rarely/never
476257,0.9673,77,High school or less,White,Female,Less than $40k,sporadic
476258,0.9186,69,High school or less,White,Female,Less than $40k,rarely/never
476259,1.0734,25,College,White,Female,$40-75k,rarely/never
476260,0.4282,49,College,Black,Male,$40-75k,sporadic
476262,0.7309,27,College,White,Male,Less than $40k,always
476263,0.982,52,High school or less,Hispanic,Female,$75-125k,rarely/never
476264,1.2755,32,High school or less,White,Female,Less than $40k,rarely/never
476265,1.0591,61,High school or less,White,Female,$40-75k,always
476266,0.5096,83,Some college,Hispanic,Male,$40-75k,always
476267,1.1668,59,High school or less,White,Female,Less than $40k,rarely/never
476268,2.1065,42,High school or less,White,Female,$40-75k,rarely/never
476269,0.9511,73,College,White,Male,$125k or more,sporadic
476270,0.861,60,Some college,Other/Mixed,Female,$40-75k,sporadic
476272,1.0767,47,College,White,Male,$125k or more,rarely/never
476273,0.6793,67,High school or less,Black,Male,$40-75k,sporadic
476274,1.4617,41,Some college,White,Female,$75-125k,sporadic
486792,0.923,27,College,Black,Female,$125k or more,rarely/never
476275,0.9504,26,Some college,White,Male,$40-75k,rarely/never
476277,0.9556,28,High school or less,White,Male,$40-75k,rarely/never
486796,0.9252,61,High school or less,White,Female,Less than $40k,sporadic
476278,1.5824,33,High school or less,Hispanic,Female,Less than $40k,rarely/never
476280,0.8683,73,College,White,Female,$75-125k,sporadic
476282,1.4313,22,Some college,Hispanic,Female,$125k or more,always
476283,1.237,37,Some college,White,Female,$40-75k,rarely/never
476286,1.0844,51,College,White,Male,$125k or more,sporadic
476287,0.9182,79,High school or less,White,Male,Less than $40k,rarely/never
476288,0.3834,60,College,Hispanic,Male,$125k or more,always
476289,0.96,50,College,White,Male,$40-75k,sporadic
476291,1.0675,48,Some college,White,Female,Less than $40k,sporadic
476292,0.4165,47,College,Hispanic,Female,$75-125k,sporadic
486812,1.0827,70,High school or less,Hispanic,Female,$40-75k,sporadic
476293,1.063,58,High school or less,White,Male,$75-125k,always
476294,0.7988,81,College,White,Female,$40-75k,always
476295,0.9676,71,College,White,Male,$125k or more,always
476297,0.9958,23,Some college,White,Male,$125k or more,always
476298,0.258,61,College,Black,Male,Less than $40k,sporadic
476299,1.1899,34,Some college,White,Male,Less than $40k,sporadic
476300,0.6866,54,College,Black,Female,$125k or more,always
476301,1.2521,32,High school or less,Hispanic,Male,Less than $40k,sporadic
476303,0.8473,71,Some college,White,Female,$40-75k,sporadic
476304,0.4099,52,College,Black,Male,$75-125k,always
476305,0.7202,38,College,Hispanic,Female,$75-125k,rarely/never
476307,0.9286,55,High school or less,Hispanic,Female,Less than $40k,rarely/never
476308,0.8912,76,Some college,White,Male,$40-75k,rarely/never
476309,0.3894,62,College,Black,Female,$40-75k,always
476310,0.6916,54,College,Black,Female,$125k or more,sporadic
476312,0.6637,73,College,Other/Mixed,Male,$125k or more,sporadic
476314,0.5682,65,High school or less,Black,Male,Less than $40k,sporadic
476315,1.0583,59,College,White,Male,$125k or more,always
476317,0.7309,27,College,White,Male,Less than $40k,sporadic
476318,1.0742,22,Some college,White,Female,Less than $40k,rarely/never
476319,0.566,39,College,Hispanic,Male,$75-125k,sporadic
476320,1.2486,52,College,White,Female,$125k or more,always
476321,0.9224,22,Some college,White,Male,$75-125k,always
476322,0.7104,48,Some college,Hispanic,Female,$125k or more,sporadic
476323,1.5615,42,College,White,Female,$125k or more,sporadic
476324,1.1272,57,High school or less,Hispanic,Female,Less than $40k,rarely/never
476326,1.1676,36,College,White,Male,$125k or more,sporadic
476327,0.8184,71,College,White,Male,$125k or more,always
476328,1.0039,43,High school or less,Black,Male,Less than $40k,rarely/never
476329,0.7833,29,College,Other/Mixed,Male,$75-125k,sporadic
476330,0.9546,48,College,White,Female,$75-125k,always
476331,1.2286,54,High school or less,White,Female,Less than $40k,rarely/never
476335,0.5402,66,Some college,Black,Female,$40-75k,always
476336,0.8002,29,College,White,Male,$40-75k,rarely/never
476337,0.9162,65,High school or less,Hispanic,Female,$40-75k,sporadic
476338,1.1906,45,High school or less,White,Male,$75-125k,rarely/never
476339,1.2486,53,College,White,Female,$125k or more,sporadic
486863,1.1699,56,Some college,White,Female,$40-75k,sporadic
476340,1.0143,55,High school or less,White,Male,$40-75k,sporadic
476341,1.6568,41,High school or less,Black,Male,Less than $40k,rarely/never
476343,0.5393,34,College,Hispanic,Male,$75-125k,always
476345,1.1619,44,Some college,Other/Mixed,Male,$40-75k,rarely/never
476346,0.8652,25,Some college,White,Male,Less than $40k,always
476347,0.9,52,High school or less,Hispanic,Female,Less than $40k,sporadic
486874,0.3506,48,Some college,Hispanic,Male,$40-75k,sporadic
476350,1.0233,34,College,White,Female,$75-125k,rarely/never
476351,1.0547,43,College,White,Male,$75-125k,sporadic
476352,0.9855,62,Some college,White,Male,$125k or more,sporadic
476353,0.288,69,College,Hispanic,Male,$75-125k,always
476354,2.4987,29,High school or less,Black,Female,Less than $40k,sporadic
476355,1.1906,45,High school or less,White,Male,$75-125k,rarely/never
476357,1.3059,57,Some college,White,Male,$125k or more,always
476358,1.2225,40,High school or less,White,Male,$75-125k,sporadic
476359,0.7479,79,College,White,Male,$40-75k,always
476360,0.416,52,College,Hispanic,Male,$40-75k,sporadic
476361,1.0267,78,College,White,Female,$125k or more,sporadic
476362,0.9319,67,High school or less,Hispanic,Female,Less than $40k,always
476363,0.7921,60,Some college,White,Male,Less than $40k,rarely/never
476364,0.9198,29,College,Hispanic,Male,$40-75k,sporadic
476366,0.9855,61,Some college,White,Male,$75-125k,sporadic
476368,1.0723,28,College,White,Female,$75-125k,always
476369,1.1986,49,High school or less,White,Male,$125k or more,sporadic
476370,1.3135,52,College,White,Female,$125k or more,sporadic
476372,1.0767,48,College,White,Male,$125k or more,rarely/never
476374,1.063,49,High school or less,White,Male,$75-125k,sporadic
476375,0.3353,65,College,Black,Male,$75-125k,always
476377,1.4698,33,High school or less,White,Female,$40-75k,sporadic
486904,0.5983,60,High school or less,Black,Male,Less than $40k,rarely/never
476379,0.61240000000000000,37,College,Hispanic,Male,$75-125k,sporadic
476380,0.7309,24,College,White,Male,$40-75k,always
476381,0.5977,67,High school or less,Black,Male,Less than $40k,rarely/never
476382,0.8768,26,Some college,White,Male,$75-125k,rarely/never
476383,0.8489,29,College,White,Male,$125k or more,always
476384,1.393,46,High school or less,White,Male,$125k or more,rarely/never
476385,1.1496,55,Some college,White,Female,$75-125k,sporadic
476386,1.0754,32,High school or less,Black,Male,Less than $40k,rarely/never
486915,1.58,40,High school or less,Hispanic,Female,Less than $40k,rarely/never
476391,0.8184,79,College,White,Male,$75-125k,sporadic
476393,0.7281,28,College,White,Male,$75-125k,sporadic
476394,0.9511,64,College,White,Male,$125k or more,always
476395,0.71,32,Some college,Hispanic,Male,Less than $40k,rarely/never
476398,0.8518,56,High school or less,White,Male,Less than $40k,rarely/never
476399,0.8816,62,Some college,White,Female,$75-125k,always
476400,0.8123,78,High school or less,White,Female,Less than $40k,sporadic
476402,1.3006,36,High school or less,White,Male,$40-75k,sporadic
476403,1.0583,51,College,White,Male,$125k or more,sporadic
476405,0.7623,26,College,Black,Female,$40-75k,always
476406,1.3041,53,College,White,Female,$125k or more,always
476407,0.8261,39,Some college,Black,Female,Less than $40k,sporadic
476409,0.7646,61,College,White,Female,$75-125k,sporadic
476410,1.3762,37,High school or less,Hispanic,Female,Less than $40k,sporadic
476412,1.0274,36,College,White,Male,$125k or more,rarely/never
476414,1.2323,42,Some college,White,Female,$75-125k,sporadic
486942,0.5381,59,College,Black,Female,$40-75k,sporadic
476416,0.5401,42,College,Hispanic,Male,$40-75k,sporadic
476418,0.8311,55,High school or less,Hispanic,Female,$40-75k,sporadic
486947,1.4723,37,Some college,White,Female,$75-125k,rarely/never
476419,1.0341,66,College,White,Female,$125k or more,sporadic
476420,0.4084,66,Some college,Hispanic,Male,$75-125k,sporadic
476421,1.0943,65,High school or less,White,Female,$75-125k,always
486951,1.6873,49,High school or less,White,Female,$125k or more,sporadic
476422,1.3469,33,High school or less,White,Female,$75-125k,rarely/never
476423,2.2076,34,High school or less,White,Female,$75-125k,sporadic
476424,1.0783,37,High school or less,White,Female,Less than $40k,rarely/never
476426,0.7713,71,College,Other/Mixed,Male,$125k or more,sporadic
476427,1.0092,65,College,White,Female,$125k or more,always
476429,1.7196,24,High school or less,Hispanic,Female,Less than $40k,rarely/never
476430,0.6899,61,College,White,Male,$75-125k,always
476433,1.0533,71,Some college,White,Female,$75-125k,always
486964,1.2291,25,Some college,Hispanic,Male,$75-125k,rarely/never
486965,0.7082,31,College,Other/Mixed,Male,Less than $40k,rarely/never
476434,0.8226,44,College,Other/Mixed,Male,$75-125k,rarely/never
476435,0.9895,40,College,Other/Mixed,Male,$125k or more,rarely/never
476438,0.8462,29,College,Hispanic,Male,$75-125k,rarely/never
476439,1.6401,66,High school or less,White,Female,Less than $40k,rarely/never
476444,0.8896,42,Some college,Hispanic,Female,$75-125k,rarely/never
476445,0.9029,61,High school or less,White,Female,Less than $40k,rarely/never
476446,0.515,56,College,Black,Female,$75-125k,always
476447,1.7253,28,High school or less,Hispanic,Female,Less than $40k,rarely/never
476448,0.6786,69,College,Other/Mixed,Female,$125k or more,sporadic
476450,1.3886,41,High school or less,Black,Female,$40-75k,sporadic
476451,0.7243,40,College,Other/Mixed,Male,$75-125k,sporadic
476452,1.4677,67,High school or less,White,Male,Less than $40k,rarely/never
476455,1.1741,65,High school or less,Other/Mixed,Female,Less than $40k,rarely/never
486989,0.4584,52,College,Hispanic,Female,$40-75k,sporadic
486992,1.8179,58,High school or less,White,Female,Less than $40k,rarely/never
476461,0.6923,82,High school or less,Hispanic,Male,Less than $40k,sporadic
476464,1.0515,68,High school or less,White,Female,$40-75k,sporadic
476466,0.9211,71,Some college,White,Female,$40-75k,always
476467,1.0209,31,Some college,White,Male,Less than $40k,sporadic
476468,0.9401,50,College,White,Female,Less than $40k,sporadic
476469,1.0849,46,High school or less,Hispanic,Male,Less than $40k,rarely/never
476470,0.9715,49,College,White,Female,$40-75k,sporadic
476473,0.844,55,Some college,Hispanic,Female,$125k or more,sporadic
476474,0.8115,48,High school or less,Hispanic,Male,$75-125k,sporadic
476475,0.5922,66,Some college,Hispanic,Female,Less than $40k,sporadic
476478,1.0457,73,Some college,White,Female,$75-125k,always
476479,0.9078,42,College,Hispanic,Female,$125k or more,sporadic
476480,1.4698,40,High school or less,White,Female,$40-75k,rarely/never
476482,1.2098,40,High school or less,Hispanic,Male,Less than $40k,rarely/never
476483,1.3059,50,Some college,White,Male,$125k or more,sporadic
476484,1.3042,49,High school or less,White,Male,$75-125k,rarely/never
476486,0.992,24,Some college,Hispanic,Female,Less than $40k,rarely/never
476489,0.7492,65,High school or less,Black,Female,Less than $40k,rarely/never
476490,0.6899,71,College,White,Male,$75-125k,always
476493,1.8342,27,High school or less,Hispanic,Male,Less than $40k,rarely/never
487029,2.0389,35,High school or less,Black,Female,Less than $40k,rarely/never
476494,0.6297,54,High school or less,Hispanic,Male,Less than $40k,sporadic
476495,0.8184,83,College,White,Male,$75-125k,always
476497,0.7868,77,Some college,White,Male,Less than $40k,sporadic
476499,1.2875,31,Some college,White,Female,$40-75k,sporadic
476503,0.6788,72,High school or less,Hispanic,Male,$40-75k,always
476504,0.5488,38,College,Hispanic,Male,$40-75k,sporadic
476505,0.5761,58,College,Hispanic,Female,$125k or more,sporadic
476508,1.2386,23,Some college,White,Male,$125k or more,always
476509,0.6785,50,College,Other/Mixed,Male,$40-75k,sporadic
476510,1.2702,41,Some college,White,Male,$75-125k,sporadic
476511,0.9676,67,College,White,Male,$125k or more,always
476512,0.9703,37,College,White,Male,$40-75k,sporadic
476513,1.2922,42,Some college,White,Male,$75-125k,sporadic
476517,1.2939,73,High school or less,White,Female,$125k or more,sporadic
476518,0.7755,27,College,Black,Female,$40-75k,rarely/never
476520,1.5496,29,Some college,Black,Male,$40-75k,sporadic
476523,0.8055,50,Some college,Black,Female,$75-125k,sporadic
487062,1.3523,37,High school or less,White,Male,$125k or more,sporadic
476526,0.6533,32,College,Black,Male,$125k or more,sporadic
476527,0.7554,29,College,White,Male,$75-125k,sporadic
476528,1.4617,38,Some college,White,Female,$75-125k,sporadic
476529,1.1621,37,College,White,Female,$75-125k,sporadic
476530,1.0088,33,College,Other/Mixed,Female,$125k or more,rarely/never
476533,0.9245,52,Some college,White,Male,$75-125k,sporadic
476534,1.3452,55,High school or less,White,Female,$40-75k,sporadic
476539,1.1253,55,High school or less,Hispanic,Female,Less than $40k,sporadic
476540,0.8951,54,College,White,Male,$125k or more,always
476541,1.0037,28,College,White,Male,$125k or more,sporadic
476542,0.7996,75,College,White,Female,Less than $40k,sporadic
476543,0.6817,53,Some college,Black,Female,Less than $40k,rarely/never
487082,0.4655,45,College,Black,Male,$75-125k,always
476544,0.4119,64,Some college,Hispanic,Male,$75-125k,sporadic
476548,0.5525,35,College,Black,Male,$75-125k,rarely/never
476549,0.2298,63,College,Hispanic,Male,Less than $40k,sporadic
476550,2.5369,44,High school or less,Black,Female,$125k or more,always
476551,1.2687,36,College,White,Male,$125k or more,rarely/never
476552,0.8044,29,College,Other/Mixed,Male,$40-75k,always
